=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.02 10:30:09 =~=~=~=~=~=~=~=~=~=~=~=
41,101,2.163,3.817,0.281,0.025,0.046,0.003,52.13
meanV1, meanV2, meanRatio, stdV1, stdV2, stdRatio, Elevation
8985,1.372,2.254,0.296,1.076,1.551,0.023,67.24
8995,2.374,3.689,0.318,1.053,1.512,0.026,67.24
9005,2.753,4.229,0.322,0.441,0.630,0.007,67.24
9015,2.527,3.902,0.320,0.272,0.388,0.003,67.24
9025,2.779,4.260,0.323,0.298,0.426,0.006,67.24
9035,2.922,4.460,0.324,0.171,0.245,0.005,67.24
9045,2.912,4.443,0.324,0.021,0.029,0.004,67.24
9055,2.926,4.459,0.325,0.044,0.062,0.004,67.24
9065,2.962,4.505,0.325,0.066,0.092,0.004,67.24
9075,2.962,4.504,0.325,0.030,0.045,0.003,67.24
9085,2.960,4.501,0.325,0.028,0.042,0.003,67.24
9095,2.976,4.521,0.326,0.048,0.067,0.004,67.24
9105,2.968,4.506,0.326,0.032,0.045,0.004,67.24
9115,2.981,4.518,0.327,0.043,0.058,0.004,67.24
9125,2.946,4.463,0.327,0.043,0.064,0.003,67.24
9135,2.929,4.435,0.327,0.046,0.065,0.004,67.24
9145,2.738,4.160,0.326,0.191,0.272,0.002,67.24
9156,2.569,3.916,0.325,0.149,0.214,0.002,67.24
9166,2.415,3.692,0.324,0.137,0.197,0.002,67.24
9176,2.225,3.419,0.322,0.171,0.244,0.002,67.24
9186,2.050,3.168,0.320,0.157,0.223,0.002,67.24
9196,1.979,3.061,0.320,0.060,0.090,0.003,67.24
9206,1.340,2.155,0.301,0.801,1.130,0.026,67.24
9216,0.516,0.995,0.256,0.817,1.148,0.043,67.24
9226,0.356,0.762,0.231,0.157,0.226,0.023,67.24
9236,0.346,0.741,0.231,0.016,0.023,0.005,67.24
9246,0.454,0.884,0.253,0.123,0.167,0.026,67.24
9256,0.628,1.121,0.276,0.214,0.296,0.027,67.23
9266,0.717,1.243,0.285,0.136,0.188,0.014,67.23
9276,0.770,1.310,0.289,0.173,0.235,0.014,67.23
9286,1.318,2.056,0.317,0.564,0.771,0.031,67.23
9296,1.253,1.959,0.317,0.083,0.119,0.003,67.23
9306,0.730,1.231,0.292,0.531,0.736,0.023,67.23
9317,0.450,0.839,0.264,0.284,0.395,0.027,67.23
9327,0.318,0.652,0.241,0.130,0.183,0.021,67.23
9337,0.267,0.576,0.229,0.049,0.071,0.010,67.23
9347,0.244,0.540,0.223,0.021,0.031,0.005,67.23
9357,0.231,0.519,0.220,0.010,0.016,0.002,67.22
9367,0.227,0.512,0.220,0.002,0.003,0.002,67.22
9377,0.228,0.510,0.221,0.003,0.005,0.003,67.22
9387,0.228,0.508,0.222,0.003,0.003,0.003,67.22
9397,0.227,0.504,0.223,0.002,0.002,0.004,67.22
9407,0.227,0.503,0.223,0.003,0.004,0.003,67.22
9417,0.231,0.508,0.225,0.006,0.010,0.004,67.22
9427,0.236,0.517,0.226,0.008,0.014,0.004,67.21
9437,0.249,0.536,0.230,0.017,0.026,0.008,67.21
9447,0.277,0.575,0.239,0.032,0.047,0.011,67.21
9457,0.328,0.647,0.250,0.060,0.087,0.015,67.21
9467,0.591,1.005,0.287,0.318,0.435,0.043,67.21
9477,0.676,1.126,0.294,0.210,0.285,0.019,67.21
9488,0.378,0.728,0.257,0.294,0.389,0.035,67.20
9498,0.418,0.786,0.263,0.055,0.080,0.010,67.20
9508,0.536,0.952,0.279,0.131,0.185,0.019,67.20
9518,0.784,1.292,0.299,0.284,0.392,0.025,67.20
9528,0.924,1.488,0.307,0.151,0.213,0.011,67.20
9538,0.811,1.340,0.299,0.144,0.188,0.009,67.19
9548,0.563,1.011,0.275,0.243,0.320,0.021,67.19
9558,0.497,0.923,0.266,0.064,0.081,0.010,67.19
9568,0.449,0.861,0.258,0.046,0.057,0.007,67.19
9578,0.393,0.787,0.247,0.054,0.068,0.009,67.18
9588,0.358,0.740,0.239,0.032,0.041,0.006,67.18
9598,0.344,0.721,0.236,0.011,0.012,0.002,67.18
9608,0.337,0.713,0.234,0.004,0.002,0.001,67.18
9618,0.332,0.706,0.233,0.007,0.005,0.004,67.18
9628,0.325,0.696,0.231,0.006,0.005,0.002,67.17
9638,0.316,0.684,0.229,0.007,0.007,0.001,67.17
9649,0.307,0.671,0.226,0.007,0.008,0.001,67.17
9659,0.298,0.659,0.224,0.006,0.006,0.002,67.16
9669,0.289,0.648,0.221,0.006,0.006,0.002,67.16
9679,0.287,0.645,0.220,0.002,0.004,0.002,67.16
9689,0.296,0.659,0.222,0.013,0.021,0.005,67.16
9699,0.326,0.702,0.230,0.037,0.054,0.011,67.15
9709,0.405,0.812,0.246,0.089,0.126,0.020,67.15
9719,0.604,1.079,0.275,0.234,0.317,0.034,67.15
9729,1.582,2.403,0.324,1.041,1.411,0.053,67.14
9739,1.575,2.395,0.324,0.288,0.389,0.008,67.14
9749,2.388,3.519,0.336,0.857,1.184,0.015,67.14
9759,1.413,2.238,0.307,1.091,1.455,0.031,67.13
9769,0.457,0.893,0.252,0.948,1.332,0.053,67.13
9779,0.374,0.775,0.239,0.078,0.110,0.011,67.13
9789,0.404,0.815,0.245,0.044,0.063,0.010,67.12
9799,0.695,1.223,0.277,0.367,0.517,0.039,67.12
9809,1.693,2.620,0.319,1.040,1.457,0.045,67.12
9820,1.431,2.258,0.312,0.394,0.548,0.008,67.11
9830,2.565,3.853,0.329,1.187,1.671,0.020,67.11
9840,2.820,4.211,0.331,0.312,0.441,0.006,67.11
9850,2.272,3.446,0.326,0.570,0.793,0.003,67.10
9860,2.815,4.213,0.331,0.581,0.823,0.008,67.10
9870,2.710,4.068,0.330,0.113,0.154,0.003,67.10
9880,2.552,3.847,0.328,0.169,0.235,0.002,67.09
9890,2.451,3.699,0.328,0.082,0.117,0.003,67.09
9900,2.498,3.763,0.328,0.160,0.225,0.004,67.08
9910,2.796,4.185,0.331,0.327,0.465,0.006,67.08
9920,2.852,4.262,0.331,0.088,0.123,0.004,67.08
9930,2.846,4.277,0.329,0.043,0.062,0.003,67.07
9940,2.827,4.292,0.326,0.039,0.086,0.004,67.07
9950,2.813,4.380,0.318,0.016,0.133,0.005,67.06
9960,2.828,4.337,0.323,0.057,0.026,0.009,67.06
9970,2.813,4.339,0.321,0.036,0.055,0.003,67.06
9981,2.766,4.283,0.320,0.054,0.049,0.003,67.05
9991,2.772,4.306,0.319,0.046,0.073,0.003,67.05
10001,1.866,2.947,0.312,0.995,1.487,0.006,67.04
10011,1.454,2.336,0.308,0.436,0.640,0.005,67.04
10021,1.816,2.859,0.313,0.551,0.796,0.011,67.03
10031,1.820,2.854,0.315,0.297,0.427,0.007,67.03
10041,1.560,2.480,0.310,0.447,0.645,0.006,67.02
10051,2.753,4.196,0.325,1.217,1.755,0.018,67.02
10061,2.828,4.304,0.325,0.108,0.156,0.004,67.01
10071,2.860,4.349,0.326,0.061,0.089,0.004,67.01
10081,2.876,4.373,0.326,0.045,0.068,0.003,67.00
10091,2.884,4.380,0.326,0.039,0.052,0.004,67.00
10101,2.897,4.403,0.326,0.042,0.067,0.003,66.99
10111,2.899,4.450,0.322,0.031,0.093,0.001,66.99
10121,2.912,4.460,0.323,0.043,0.055,0.004,66.99
10131,2.913,4.453,0.324,0.033,0.041,0.004,66.98
10141,2.863,4.377,0.324,0.031,0.045,0.003,66.97
10152,1.816,2.851,0.312,1.214,1.764,0.013,66.97
10162,1.021,1.702,0.296,0.794,1.144,0.014,66.96
10172,1.928,2.996,0.318,0.972,1.388,0.025,66.96
10182,1.342,2.151,0.308,0.599,0.861,0.008,66.95
10192,1.192,1.938,0.302,0.403,0.577,0.010,66.95
10202,2.718,4.120,0.326,1.565,2.242,0.028,66.94
10212,2.886,4.359,0.328,0.199,0.285,0.005,66.94
10222,2.295,3.514,0.323,0.598,0.852,0.002,66.93
10232,2.657,4.034,0.326,0.502,0.720,0.007,66.93
10242,2.054,3.163,0.321,0.641,0.922,0.004,66.92
10252,2.179,3.411,0.315,0.462,0.700,0.006,66.92
10262,2.830,4.389,0.319,0.677,1.020,0.008,66.91
10272,2.855,4.423,0.319,0.057,0.081,0.004,66.90
10282,2.870,4.461,0.318,0.047,0.087,0.002,66.90
10292,2.901,4.508,0.319,0.062,0.095,0.003,66.89
10302,2.662,4.153,0.316,0.594,0.881,0.006,66.89
10313,1.110,1.856,0.296,1.539,2.275,0.018,66.88
10323,1.469,2.381,0.304,0.487,0.717,0.013,66.87
10333,1.221,2.013,0.300,0.268,0.396,0.004,66.87
10343,1.275,2.087,0.301,0.239,0.349,0.007,66.86
10353,1.219,2.004,0.301,0.178,0.259,0.005,66.86
10363,0.479,0.925,0.254,0.743,1.081,0.047,66.85
10373,0.331,0.708,0.231,0.145,0.209,0.020,66.84
10383,0.310,0.679,0.226,0.017,0.023,0.003,66.84
10393,0.319,0.688,0.230,0.014,0.018,0.006,66.83
10403,0.386,0.780,0.244,0.078,0.111,0.018,66.82
10413,0.589,1.072,0.271,0.220,0.318,0.031,66.82
10423,1.500,2.398,0.300,1.243,1.811,0.037,66.81
10433,2.878,4.410,0.323,1.400,2.046,0.026,66.81
10443,2.854,4.384,0.322,0.008,0.021,0.003,66.80
10453,2.850,4.383,0.322,0.025,0.044,0.003,66.79
10463,2.870,4.419,0.322,0.051,0.083,0.003,66.79
10473,2.523,3.909,0.319,0.465,0.680,0.003,66.78
10484,2.073,3.254,0.315,0.503,0.731,0.003,66.77
10494,2.608,4.041,0.320,0.562,0.828,0.008,66.76
10504,2.683,4.160,0.319,0.138,0.212,0.003,66.76
10514,2.835,4.387,0.320,0.180,0.270,0.004,66.75
10524,2.841,4.403,0.319,0.038,0.065,0.003,66.74
10534,2.867,4.444,0.319,0.055,0.086,0.003,66.74
10544,2.866,4.443,0.319,0.029,0.044,0.003,66.73
10554,2.865,4.438,0.320,0.028,0.041,0.003,66.72
10564,2.862,4.432,0.320,0.027,0.041,0.003,66.72
10574,2.605,4.048,0.318,0.529,0.783,0.005,66.71
10584,1.024,1.716,0.294,1.573,2.318,0.021,66.70
10594,1.815,2.865,0.310,1.043,1.520,0.022,66.69
10604,0.492,0.932,0.259,1.316,1.922,0.049,66.69
10614,0.842,1.439,0.281,0.544,0.789,0.033,66.68
10624,1.921,3.002,0.317,1.117,1.620,0.039,66.67
10634,2.269,3.516,0.319,0.488,0.718,0.007,66.66
10645,2.722,4.180,0.322,0.479,0.704,0.006,66.66
10655,2.368,3.672,0.319,0.366,0.525,0.002,66.65
10665,2.784,4.281,0.322,0.451,0.663,0.006,66.64
10675,2.873,4.411,0.322,0.118,0.175,0.004,66.63
10685,2.842,4.379,0.321,0.022,0.022,0.003,66.63
10695,2.837,4.444,0.316,0.025,0.115,0.003,66.62
10705,2.853,4.510,0.313,0.045,0.112,0.001,66.61
10715,2.855,4.510,0.313,0.033,0.049,0.003,66.60
10725,2.391,3.803,0.311,0.613,0.927,0.003,66.60
10735,2.662,4.209,0.313,0.484,0.725,0.006,66.59
10745,2.888,4.543,0.315,0.255,0.379,0.005,66.58
10755,2.859,4.494,0.315,0.005,0.011,0.003,66.57
10765,2.858,4.485,0.315,0.029,0.037,0.004,66.56
10775,2.870,4.497,0.316,0.041,0.058,0.004,66.56
10785,2.853,4.464,0.316,0.013,0.016,0.004,66.55
10795,2.841,4.437,0.317,0.018,0.022,0.004,66.54
10805,2.828,4.411,0.317,0.017,0.024,0.004,66.53
10816,2.814,4.385,0.318,0.016,0.020,0.004,66.52
10826,2.816,4.381,0.318,0.031,0.042,0.004,66.51
10836,2.829,4.393,0.319,0.041,0.056,0.004,66.51
10846,2.829,4.389,0.319,0.029,0.041,0.004,66.50
10856,2.824,4.379,0.319,0.023,0.035,0.003,66.49
10866,2.801,4.344,0.319,0.011,0.016,0.003,66.48
10876,2.789,4.325,0.319,0.017,0.026,0.003,66.47
10886,2.794,4.334,0.319,0.034,0.053,0.003,66.46
10896,2.798,4.327,0.320,0.032,0.039,0.004,66.45
10906,2.802,4.236,0.327,0.033,0.065,0.011,66.45
10916,2.802,4.055,0.342,0.028,0.152,0.019,66.44
10926,2.788,3.793,0.364,0.016,0.239,0.027,66.43
10936,2.739,3.480,0.390,0.031,0.291,0.030,66.42
10946,2.631,3.133,0.416,0.092,0.332,0.031,66.41
10956,2.466,2.754,0.444,0.149,0.366,0.033,66.40
10966,2.272,2.375,0.474,0.181,0.371,0.036,66.39
10976,2.031,1.984,0.507,0.232,0.385,0.039,66.38
10987,1.769,1.613,0.543,0.255,0.367,0.043,66.37
10997,1.504,1.285,0.580,0.260,0.326,0.044,66.36
11007,1.245,1.004,0.614,0.256,0.279,0.041,66.36
11017,1.002,0.788,0.629,0.243,0.214,0.021,66.35
11027,0.775,0.645,0.594,0.226,0.139,0.035,66.34
11037,0.579,0.593,0.483,0.196,0.046,0.113,66.33
11047,0.418,0.589,0.351,0.161,0.003,0.132,66.32
11057,0.309,0.585,0.261,0.109,0.003,0.089,66.31
11067,0.261,0.577,0.224,0.048,0.011,0.037,66.30
11077,0.256,0.577,0.219,0.011,0.009,0.008,66.29
11087,0.256,0.576,0.220,0.003,0.005,0.003,66.28
11097,0.256,0.574,0.221,0.003,0.004,0.003,66.27
